Strategy,CAGR,Volatility,Sharpe,Max_Drawdown,Calmar
Naive RP,0.08866125758112875,0.0971528835065915,0.9263401377103612,-0.24606500117879704,0.3603164089016676
Trend RP,0.09241310261095004,0.07184021740825006,1.27048484817607,-0.08694998710376134,1.06283054994211
Bench 60/40,0.0924738998102248,0.09087997128007047,1.022193276862321,-0.2887517207721165,0.32025402156202354
